Angielski,Polski,Frequency,BadlyAnswer,PerfectScore
to exaggerate,"wyolbrzymiać, przesadzać",15,0,0
pretence,"pozór, udawanie",11,1,1
to outdo someone,"prześcignąć, przewyższyć kogoś",15,1,0
to reckon something,sądzić coś o czymś,14,0,0
to have plenty of time ahead,mieć jeszcze dużo czasu przed sobą,14,0,0
to yell,wrzeszczeć,15,1,0
to feel insecure,czuć się niepewnie,14,0,0
maths,"matma, matematyka",14,0,0
to be strict about something,być rygorystycznym wobec czegoś,14,0,0
generation gap,różnica pokoleń,12,4,1
That's pretty unlikely...,To jest mało prawdopodobne...,14,0,0
To have your ups and downs.,Mieć wzloty i upadki.,14,0,0
To take one step forward and two steps back.,"Poczynić jeden krok do przodu, a później dwa do tyłu.",14,0,0
To look forward to something.,Oczekiwać na coś z niecierpliwością.,14,0,0
To have mixed feelings about something.,Mieć mieszane uczucia wobec czegoś.,14,0,0
That's the last thing I feel like doing.,To jest ostatnia rzecz którą mam ochotę robić.,14,0,0
To look on the bright side.,Dostrzec jasną stronę sprawy.,14,0,0
to dread something,bać się czegoś,12,3,1
to feel upbeat about something,myśleć optymistycznie o czymś,14,0,0
to feel cynical about something,myśleć cynicznie o czymś,15,1,0
to feel gloomy about something,myśleć ponuro o czymś,11,1,1
to feel filled with optimism,być pełnym optymizmu,14,0,0
something looks promising to you,coś się dobrze zapowiada,14,0,0
something fills you with despair,powodować uczucie rozpaczy,14,0,0
distrustful,nieufny,15,1,0
a workaholic,pracoholik,14,0,0
a family man,"dobry mąż i ojciec, rodzinny charakter",14,0,0
to keep healthy,utrzymywać się w zdrowie,14,0,0
to follow a sensible diet,przestrzegać rozsądnej diety,14,0,0
to do some gentle exercise,gimnastykować się,14,0,0
to fall into a routine,wpadać w rutynę,14,0,0
wildlife programme,program przyrodniczy,12,3,1
sketch show,skecz,12,4,0
costume drama,serial kostiumowy,15,1,0
sitcom,serial komediowy,15,1,0
documentary,serial dokumentalny,14,0,0
detective series,serial detektywistyczny / kryminanly,14,0,0
current affairs programme,bieżące wydarzenia,15,1,0
broadcast,"transmisja, tramsmitowany",14,0,0
rows,kłótnie,14,0,0
one-off,"unikatowy, niepowtarzalny, jedorazowy",14,0,0
in-depth,"dogłębny, dokładny",15,2,0
thorough,"gruntowny, dokładny",12,6,0
come under fire,być skrytykowanym,12,2,1
cross-generational appeal,popularny wśród każdego wieku,14,0,0
good deal of,mnóstwo czegoś,14,0,0
affectionately,"(with affection) czule, tkliwie",12,3,0
issue,"kwestia, sprawa",12,4,0
hard-hitting,"bezkompromisowe, miażdżące",14,0,0
tough,"twardy, trudny",15,1,0
astonish,zadziwiać,14,0,0
broken down,"zepsuty, zepsuć się",11,1,1
come across,natknąć się / sprawiać wrażenie,14,0,0
put up with,"tolerować, znosić / przenocować",15,2,0
bring out,wprowadzać na rynek / wyzwolić,12,4,0
take back,"cofnąć, odwołać / wywołać wspomnienia",14,0,0
pull out,"wjeżdżać, odjeżdżać / wycofywać",12,2,1
break into,włamać / zdobywać coś nowego,14,0,0
hesitate,wahać się,14,0,0
stumble over your words,"plątać się, mówiąc",12,3,1
strike,"uderzyć, nagle się dziać",12,3,1
technical hiccups,problemy ze sprzętem (TV),14,0,0
malfuctioning,zacinający się,14,0,0
a tough call,trudna decyzja,21,2,0
to put off a decision,odłożyć podjęcie decyzji na później,21,0,1
to postpone a decision,odroczyć podjęcie decyzji,21,1,1
to come to a decision,zdecydować coś,25,1,0
to arrive at a decision,podjąć decyzję,23,5,0
to stick to one's principles,trzymać się swoich zasad,24,0,0
to go against one's principles,działać wbrew własnym zasadom,29,0,0
to betray one's principles,złamać własne zasady,15,0,1
to follow one's principles,podążać za własnymi zasadami,29,0,0
to compare the pros and cons,porównać plusy i minusy,14,0,0
to analyse the pros and cons,analizować plusy i minusy,26,2,0
to examine the pros and cons,zbadać plusy i minusy,20,0,1
to weigh up the pros and cons,rozważać za i przeciw,25,1,0
to analyse a situation,przeanalizować sytuację,29,0,0
to assess a situation,ocenić sytuację,16,1,1
to weigh up the situation,ocenić sytuację,29,6,0
to examine a situation,zbadać sytuację,16,3,0
to be bright and breezy,być radosnym,17,2,1
to feel groggy,czuć się przymulonym,36,2,0
to cringe,kulić się ze strachu/zażenowania,18,3,1
to be at your sharpest,być w pełni sił,25,0,1
to feel at your lowest ebb,przeżywać kryzys nastrojowy,32,3,0
to have a sense of dread,odczuwać lęk,22,12,0
to have a spring or bounce in your step,chodzić sprężystym krokiem,16,1,1
to be wide awake,być całkowicie rozbudzonym,21,2,0
to despise sth with a passion,gardzić/nienawidzić z iście szewską pasją,26,3,0
to be alert,być czujnym/uważnym,19,0,0
to be on the ball,rozumieć coś/ogarniać o co chodzi,24,5,1
to bide your time,czekać cierpliwie na właściwy moment,18,3,1
in the nick of time,w ostatniej chwili,26,1,1
once in a blue moon,raz na ruski rok,20,1,0
time after time,raz za razem/wiele razy,21,2,0
to make up for lost time,nadrobić stracony czas,20,1,0
to drag your feet on a decision,ociągać się z podjęciem decyzji,24,0,0
to lose your head,"stracić głowę, spanikować",20,1,0
to catch sb's eye,przyciągnąć czyjąś uwagę,25,0,1
to get your foot in the door,"uchylić drzwi do, mieć szansę na",26,2,1
to cost an arm and a leg,kosztować krocie,15,0,1
to be a pain in the neck,być nie do zniesienia,24,0,0
to have a big mouth,być plotkarzem,26,1,1
to see eye to eye on sth,być zgodnym co do czegoś,22,3,1
to turn a blind eye to sth,przymykać oko/zignorować,20,1,0
gripping,wciągający,12,4,0
touching,wzruszający,14,0,0
weak,słaby,14,0,0
chilling,mrożący krew w żyłach,12,4,0
horrific,przerażający,14,0,0
moving,wzruszający,14,0,0
unforgettable,niezapomniany,14,0,0
dull,nudny,14,0,0
creepy,przyprawiający o gęsią skórkę,14,0,0
brilliant,wspaniały,15,1,0
fast-paced,z szybką akcją,12,2,1
electrifying,elektryzujący,14,0,0
a couple,para,12,3,1
a loner,samotnik,14,0,0
to be bullied,być ofiarą znęcania się,14,0,0
bleak,ponury,12,2,1
a movie full of blood and guts,film pełny krwi i mięsa,14,0,0
pop culture,kultura masowa,14,0,0
to sniff,wąchać,14,0,0
stand-up comedy,kabaret,12,3,1
an audition,przesłuchanie,12,4,0
to create a stir,wywołać zamieszanie,12,3,1
a ground-breaking idea,przełomowy pomysł,14,0,0
a rave review of a book,entuzjastyczna recenzja książki,14,0,0
a sell-out performance,dobrze sprzedające się show,15,1,0
a must-see movie,warty zobaczenia film,14,0,0
hype,szum medialny,15,1,0
a letdown,roczarowanie,12,3,0
a complete flop,totalne rozczarowanie,14,0,0
to go mainstream,stać się tacy jak inni,12,6,0
alternative music,alternatywna muzyka,14,0,0
dimensions,wymiary,15,1,0
hight,wysokość,14,0,0
high,wysoki,14,0,0
to highten something,podwyższyć coś,12,3,1
long,długi,14,0,0
length,długość,14,0,0
to lengthen,wydłużyć coś,14,0,0
width,szerokość,14,0,0
wide,szeroki,14,0,0
to widen,poszerzyć,14,0,0
thickness,grubość,15,1,0
to thicken,pogrubić,14,0,0
thick,gruby,14,0,0
narrow,wąski,14,0,0
to narrow something down,zawęzić coś,12,3,1
narrowness,wąskość,12,2,1
to broaden something,rozszerzyć coś,14,0,0
broadness,rozległość,15,1,0
to deepen something,pogłębić coś,14,0,0
depth,głębokość,14,0,0
large,ogromny,14,0,0
largeness,wielkość,12,3,1
to enlarge something,powiększyć coś,12,2,1
short,krótki,14,0,0
shortness,krótkość,14,0,0
to shorten something,skrócić coś,14,0,0
eye-catching,efektowny,12,4,0
to have artistic merit,mieć wartość artystyczną,14,0,0
to deface buildings,niszczyć powierzchnię budynku,12,2,1
stimulating,pobudzający,14,0,0
offensive,obraźliwy,15,1,0
provocative,prowokacyjny,15,1,0
to convey a message,nieść przesłanie,15,2,0
hideous,ohydny,14,0,0
messy,niechlujny,15,1,0
pleasing to the eye,przyjemny dla oka,14,0,0
peace and quiet,święty spokój,14,0,0
by leaps and bounds,poprzez milowe kroki,15,2,0
on and on,ciągle,12,3,1
rough and ready,prowizoryczny,12,4,1
now and then,od czasu do czasu,15,2,0
to be sick and tired of something,być zmęczonym czymś,14,0,0
give and take,pójście na wzajemne ustępstwa,12,2,1
to be something through and through,być czymś w każdym calu,14,0,0
regrets,żałuje,15,2,0
appendices,dodatki,14,0,0
shoelace,sznurowadło,14,0,0
scratch,zadrapanie,15,1,0
tie,wiązanie,14,0,0
tying a shoelace,wiązanie sznurowadła,12,2,1
crossing the road,przejście przez jezdnię,14,0,0
wednesday,środa,14,0,0
thursday,czwartek,14,0,0
tuesday,wtorek,15,2,0
waving to someone,machać do kogoś,14,0,0
scratching head,drapanie głowy,14,0,0
bees,pszczoły,14,0,0
the sun rises,słońce wschodzi,15,1,0
flow into,wpływać do,14,0,0
insist,nalegać,14,0,0
delicately,delikatnie,14,0,0
dance delicately,"umiejętności, skrupulatność i równowaga",15,2,0
january,styczeń,14,0,0
february,luty,15,1,0
march,marzec,14,0,0
june,czerwiec,14,0,0
july,lipiec,14,0,0
august,sierpień,14,0,0
september,wrzesień,14,0,0
october,październik,14,0,0
november,listopad,14,0,0
december,grudzień,14,0,0
is boiling,gotuje się,15,1,0
always,zawsze,14,0,0
complains of,narzeka na,14,0,0
is icy,jest lodowaty,14,0,0
don't slip,nie poślizgnij się,14,0,0
I can't make up my mind,nie mogę się zdecydować,14,0,0
distilled ,zawiera najważniejsze informacje,12,4,0
amazed by,zachwycony przez,14,0,0
nasty,paskudny,14,0,0
wavelength,dlugość fali,15,2,0
apprenticeships,praktyki zawodowe,15,2,0
interviewing,wywiad,14,0,0
grasp on,chwytać się,14,0,0
can't retain,nie mogę zatrzymać,14,0,0
my sequel,moja kontynuacja,14,0,0
gamification,grywalizacja,14,0,0
solidify,zestalać,14,0,0
infinitive,bezokolicznik,14,0,0
in hurry,w pośpiechu,14,0,0
trousers,spodnie,12,3,1
tenure,doświadczenie pracy,15,2,0
in plaster,w gipsie,14,0,0
shrink,kurczyć,12,2,1
take your plate away,zabierz swój talerz,14,0,0
fetches,pobiera,11,3,0
fetches water,przynosi wodę,12,4,1
chopping thing away,odcinanie rzeczy,14,0,0
start carving it,zacznij to rzeźbić,14,0,0
like a sting,jak żądło,14,0,0
anchor function,funkcja kotwicy,15,1,0
shattered,strzaskany,15,1,0
kind of,rodzaj,12,3,1
foam,pienić się,12,3,1
staggering,oszałamiający,14,0,0
uneven,nierówny,14,0,0
conquer,pokonać,14,0,0
henceforth,odtąd,12,2,1
aardvarks,mrówki,12,3,0
nullity of marriage,nieważność małżeństwa,15,0,0
retrieves,pobiera,12,3,0
possession,posiadanie,15,0,0
illnesses,choroby,12,2,0
sore throat,ból gardła,12,1,1
can't afford one,nie mogę sobie na to pozwolić,15,0,0
have cold,przeziębić się,12,2,1
durning,podczas,15,0,0
mount,stopniowo zwiększać,12,1,1
utilizes,wykorzystuje,15,0,0
flavor,szczególny sposób,12,3,0
under the hood,coś co nie jest odrazu widoczne ani oczywiste,15,0,0
purpose of visit,cel wizyty,15,0,0
ship,wysłać coś,11,0,1
boot up,uruchomić,12,2,1
provision,zaopatrzenie,12,1,1
decommission,likwidacja,12,2,1
bring sth up,zacząć rozmawiać na okreslony temat,12,3,0
enterprise,przedsiębiorstwo,15,0,0
orchestrating,wprowadzić coś bezpiecznie,15,0,0
diary,dziennik,12,1,1
timetables,rozkłady jazdy,12,3,0
appointments,spotkania,12,2,0
this term,ten termin,11,0,1
attest,zaświadczać,12,2,1
persisted in,utrzymywał się w,15,0,0
dump,odłozyć coś w nieostrożny sposób,12,3,0
persist,"próbować zrobić lub kontynuować robienie czegoś w zdecydowany, ale często nierozsądny sposób",12,3,0
deprecation,działanie polegające na niezatwierdzeniu czegoś,12,2,1
complaint,reklamacja,12,2,1
complain,narzekać,12,1,1
petrol,benzyna,12,1,1
aesthetically,estetycznie,12,2,1
grumble,narzekać,12,2,1
I wouldn't fret over it.,Nie przejmowałbym się tym.,15,0,0
heating,ogrzewanie,15,0,0
injured,ranny,12,1,1
tick,zaznaczenie czegoś poprawnego,12,4,0
beverage,napój,12,4,0
consecutive,kolejny,12,2,0
leveraging it,wykorzystując to,15,0,0
coherent manner,spójny sposób,12,1,1
mock,kpina,15,0,0
not common,nie powszechne,15,0,0
truncate,ścięty,12,2,1
proper case,właściwy przypadek,15,0,0
productionize,produkować,12,2,1
abandoned,opuszczony,15,0,0
conquered,podbili,12,2,1
overdue payment,Spóźniona zapłata,12,2,1
necessity,konieczność,12,3,0
noodle,głowa osoby,12,4,0
shellfish,skorupiak,12,3,0
stellar,wysoki standard,12,2,0
sightings,obserwacje,12,1,1
could aid in,może pomóc w,15,0,0
plummeted,spadł,12,4,0
adjusted to,dostosowany do,15,0,0
amended return,zmieniony zwrot,12,1,1
cumulative,łączny,15,0,0
volume,"ilość, rozmiar, pojemność",15,0,0
volatility,zmienność,12,2,1
overtime,z biegiem czasu,12,1,1
new breed of,nowy rodzaj,15,0,0
stringent,przekonywający,12,3,0
divide and conquer,dziel i rządź,15,0,0
element osiowy,pivot,15,0,0
partitioning,partycjonowanie,15,0,0
merge sort,sortowanie przez scalanie,15,0,0
shrinks,kurczy się,12,3,0
fast forward,przewijanie do przodu,15,0,0
tracking branch,gałąź śledzona,15,0,0
pull request,żądanie aktualizacji,15,0,0
fork,rozgałęziania,12,1,1
degree centrality,stopień centralności,11,0,1
betweenness centrality,stopień pośrednictwa,15,0,0
eigenvector centrality,centralnośc wektorów własnych,12,1,1
k-nearest-neighbors,k najbliższych sąsiadów,15,0,0
impact of,wpływ,12,2,0
doubling,podwojenie,12,1,1
alongside with,wraz z,12,2,1
triggering,powoduje,11,0,1
consistent,spójny,15,0,0
finicky,wybredny,15,0,0
ancestry,pochodzenie,12,2,1
tedious,żmudny,12,2,1
through,poprzez,15,0,0
coherent,zgodny,12,1,1
crucial to,kluczowe dla,12,2,0
leveraging,wykorzystywanie,12,1,1
extent,zakres,15,0,0
up-to-date,aktualny,12,1,1
misconceptions,nieporozumienia,15,0,0
cautiously,ostrożnie,15,0,0
innovative,innowacyjny,15,0,0
prevaling,dominujący,12,1,1
aforementioned,wyżej wymieniony,15,0,0
frequentist,normalność,12,2,1
contrary,przeciwnie,12,2,1
degree of belief,stopień zaufania,15,0,0
facilitate,ułatwiać,12,2,1
stakeholders,interesariusze,15,0,0
examined,badany,12,2,1
wizard opens up,kreator się otwiera,15,0,0
extraction,wydobycie,12,1,1
appears,pojawia się,12,2,0
resides,przebywa,12,1,1
filing cabinet,szafka na dokumenty,15,0,0
numerous,liczny,15,0,0
comprehend,zrozumieć,12,1,1
either of,albo z,12,3,0
membership,członkostwo,15,0,0
provides us,dostarcza nam,15,0,0
omits,pomija,15,0,0
eradicates,wykorzenia,12,3,0
constitute,stanowić,12,1,1
intended,przeznaczony,15,0,0
obtained,uzyskany,15,0,0
incorporating,zawierające,12,1,1
fulfilled,spełniony,12,1,1
accompanied,w towarzystwie,15,0,0
discontinued,przerwane,12,1,1
prohibits,zabrania,12,2,1
employed,stosowany,15,0,0
is linked,jest połączone,15,0,0
nevertheless,niemniej jednak,12,1,1
remainder of,reszta z,15,0,0
descriptive,opisowy,15,0,0
real-valued,o wartości rzeczywistej,12,1,1
feasibility study,studium wykonalności,15,0,0
resort to,udać się do,15,0,0
quantities,wielkie ilości,12,1,1
tossed thirce,rzucił trzy razy,15,0,0
prior probability,wcześniejsze prawdopodobieństwo,15,0,0
considerable,znaczny,12,2,1
countably finite,przeliczalnie skończone,15,0,0
honeybee,pszczoła,15,0,0
intersection,przecięcie się,12,1,1
depicted as,przedstawiony jako,12,2,0
disjoint,nieskładny,12,1,1
self-evident,samooczywisty,15,0,0
mutually exclusive,wzajemnie się wykluczające,15,0,0
randomness,losowość,15,0,0
relative frequency,częstotliwość względna,15,0,0
favorable outcomes,korzystne wyniki,12,1,1
without replacing,bez zwracania,15,0,0
evident from,oczywiste z,12,2,1
unconditional probability,bezwarunkowe prawdopodobieństwo,15,0,0
evidence,oczywistość,15,0,0
natives of,tubylcy z,12,3,0
absence of,brak,12,2,1
absence of necessity,brak konieczności,12,2,0
alters,zmienia,12,1,1
refinement,udoskonalenie,15,0,0
curriculum,program,12,4,0
curriculum statements,oświadczenia programowe,15,0,0
utility of,użyteczność,15,0,0
ubiquitous,wszechobecny,11,0,1
shedding tears,przelewając łzy,15,0,0
shedding of,zrzucanie,12,3,0
vestiges of,ślady,12,1,1
indispensable part,niezbędna część,15,0,0
lurk in,czaić się,15,0,0
underestimate,zbagatelizować,12,2,1
laboriously,mozolnie,12,2,0
error-prone,podatne na błędy,15,0,0
vowel,samogłoska,15,0,0
consonant,spółgłoska,12,3,0
beforehand,uprzednio,12,1,1
lacking,brakuje,15,0,0
uniform random variable,jednostajna zmienna losowa,12,1,1
repeatedly,wielokrotnie,11,0,1
utilized,wykorzystywany,15,0,0
sufficiently,dostatecznie,12,3,0
plausible,wiarygodny,12,1,1
inferential,wnioskowania,12,2,1
onward,naprzód,12,2,0
dispersion,rozproszenie,15,0,0
whisker,wąsy,15,0,0
outlier,odstający,15,0,0
susceptible,podatny,12,3,0
exaggerated,przesadny,12,2,1
Bivariate Descpritive,dwuwymiarowe statystyki,15,0,0
univariate,jednowymiarowy,15,0,0
enrolled,zapisać się,12,1,1
unemployment,bezrobocie,12,3,0
distinguishing,charakterystyczny,15,0,0
smoother,gładsza,12,2,1
for the sake of completeness,w trosce o kompletność,15,0,0
constitutes,stanowi,12,2,1
deciles,decyle,12,2,0
obeys,jest zgodna,12,2,1
slope,nachylenie,15,0,0
probable,prawdopodobny,12,2,1
and so on,i tak dalej,11,0,1
origin of,pochodzenie,15,0,0
pangolin,łuskowiec,12,1,1
inconsistent,niespójny,12,1,1
contradictory,sprzeczny,12,1,1
the presumption of innocence,dominiemanie niewinności,15,0,0
convicted,skazany,15,0,0
infer,wywnioskować,12,1,1
concerned with,dotyczy,12,1,1
states that,"stwierdza, że",15,0,0
examination,badanie,12,1,1
very unlikely,bardzo mało prawdopodobne,15,0,0
straightaway,od razu,12,1,1
futhermore,ponadto,12,2,1
damned,cholernie,12,3,0
oftentimes,częstokroć,12,1,1
caveat,zastrzeżenie,12,1,1
efficient,wydajny,15,0,0
plug this,podłącz to,15,0,0
be willing to,być chętnym,15,0,0
is laid out,jest rozłożony,12,1,1
apprecation of,uznanie,12,4,0
constraints,ograniczenia,11,0,1
falsity,fałsz,12,2,1
ratain,zachować,12,1,1
cornstrach,skrobia kukurydziana,12,1,1
consideration for,wzięcie pod uwagę,15,0,0
parametric inference,wnioskowanie parametryczne,15,0,0
utilize,wykorzystuje,12,1,1
on the downside,na minusie,12,2,1
junction,węzeł,11,0,1
varies,zmienia się,12,1,1
densities,gęstości,15,0,0
presence of,obecność,12,2,0
unaltered,niezmieniony,15,0,0
subjective,subiektywne,15,0,0
associated,powiązany,15,0,0
revise,poprawiać,12,2,1
concentrates,koncentruje się,12,2,1
treates as,traktowany jak,12,1,1
in spite of,pomimo,12,1,1
involves,obejmuje,12,1,1
mode of,sposób,15,0,0
credible,wiarygodny,15,0,0
amplifies,wzmacnia,15,0,0
drawback of,wada,12,1,1
plausible endgame,prawdopodobny koniec gry,12,1,1
exposed,narażony,12,1,1
user-space,przestrzeń użytkownika,15,0,0
maintenance,konserwacja,12,2,0
arduous,żmudny,15,0,0
virtualization technology,technologia wirtualizacji,15,0,0
precipitated by,wytrącony przez,15,0,0
taking over,przejmowanie,12,2,1
standalone environments,środowiska autonomiczne,12,1,1
suspending,wstrzymac,12,2,1
ancestry to,pochodzenie do,12,2,1
loopback,petla zwrotna,12,2,1
mounted,zamontowany,15,0,0
suspended account,zawieszone konto,15,0,0
denying,zaprzeczając,15,0,0
steeped,przesiąknięty,12,1,1
overlaying,nakładanie,12,2,1
thin provisioning,uproszczone przydzielanie,12,2,0
coupled with,w połązceniu z,12,1,1
the nightly,nocny,15,0,0
fingerprint,odcisk palca,15,0,0
intends,zamierza,15,0,0
throughour,poprzez,15,0,0
distinguished,wybitny,12,2,1
substituted for,zastąpiony przez,15,0,0
accomplaying,współgrać,15,0,0
delve,sięgać,15,0,0
detached from,oderwane od,12,2,1
provisioning,aprowizacja,12,2,0
attachable,dołączony,12,1,1
prevents,zapobiega,15,0,0
encounter,spotkanie,12,2,1
provided that,pod warunkiem że,15,0,0
bind mount,powiązać mocowanie,12,2,1
privileged,uprzywilejowany,12,2,1
injecting,wstrzykiwanie,11,0,1
fetched,sprowadzony,12,1,1
appropriately,odpowiednio,15,0,0
cloud based,oparty na chmurze,15,0,0
providers,dostawcy,11,0,1
assumed,przypuszczalny,15,0,0
spawned to it,zrodził się do niego,15,0,0
lead to dangling,prowadzić do zwisania,11,0,1
in handy,przydatna,12,2,0
sensitive,wrażliwy,15,0,0
therefore,w związku z tym,15,0,0
to attach,dołączyć,15,0,0
queer name,dziwne imię,15,0,0
destination,miejsce docelowe,12,1,1
transient,przejściowy,12,3,0
for a spin,w obroty,15,0,0
container volumes,objętości kontenerów,15,0,0
preserve,utrzymywać,12,1,1
immensely,niezmiernie,15,0,0
retrieving data,pobieranie danych,12,0,1
queried,zapytany,12,0,1
deserves,zasługuje,12,0,1
sooner than later,wcześniej niż póżniej,12,0,1
reams of paper,ryzy papieru,12,1,0
quirks,dziwactwa,12,0,1
thrilled to,zachwycony,12,2,0
lured by,zwabiony przez,12,0,1
foolish assumptions,głupie założenia,12,0,1
in this regard,pod tym względem,12,2,0
sprinkled,posypana jest,12,0,1
bolletproof,kuloodporny,12,0,1
crib notes,ściągi,12,0,1
sideline job,praca na boku,12,0,1
delve too,zagłębić się też,12,0,1
downsize,rozmiar mniejszy,12,1,0
in that regard,w związku z tym,12,1,0
full-fledged,pełnoprawny,12,0,1
tin cars,puszki,12,1,0
involved,zaangażowany,12,0,1
granularity,szczegółowość,12,0,1
establishing,ustanowienie,12,0,1
nitty-gritty,drobiazg,12,0,1
inexact,niedokładny,12,0,1
demeaned,zaniżony,12,0,1
quotient,iloraz,12,0,1
blanket,koc,12,0,1
preeminent,wybitny,12,1,0
groundbreaking,przełomowy,12,1,0
loan,pożyczka,12,0,1
constant interest rate,stałe oprocentowanie,11,0,0
annual,coroczny,12,0,1
annual income,roczny dochód,12,0,1
annuity,dożywocie,12,0,1
attain,osiągać,12,0,1
judiciously,rozsądnie,12,0,1
comprehensive tool,kompleksowe narzędzie,12,1,0
deliberate practice,celowa praktyka,12,1,0
courage,odwaga,12,0,1
courageously,odważnie,12,0,1
wheelis,kołysać się,11,0,0
principal,dyrektor,11,0,0
willingness,chęci,12,0,1
causality,przyczynowość,12,1,0
neater,schludniejszy,12,1,0
inferential statistic,statystyka wnioskowania,12,0,1
elegant,elegancki,12,0,1
shifts in the mean,zmiany w średniej,12,1,0
incumbents,zasiedziałe,12,1,0
exemplify,egzemplifikować,11,0,0
narrower,węższy,12,0,1
clarification,wyjaśnienie,12,2,0
underperform,gorsze wyniki,12,1,0
the admittance outcome,wynik przyjęcia,12,1,0
considerations,rozważania,12,0,1
deconvolution,dekonwolucja,12,0,1
very consistent,bardzo konsekwentny,12,0,1
adequate,odpowiedni,12,1,0
a bit sloppy,trochę niechlujny,12,0,1
in favour of,na korzyść,12,0,1
bundled together,połączone razem,12,0,1
been established,została założona,12,0,1
innocent,niewinny,12,0,1
adjustments,korekty,12,1,0
immediately,od razu,12,0,1
executive orders,rozkazy wykonawcze,12,1,0
are performing on average,radzą sobie średnio,12,0,1
been truncated,został obcięty,12,0,1
qualifies,kwalifikuje się,12,0,1
cover off,odkryć,11,0,0
boils down to,sprowadza się do,12,0,1
ribbon,wstążka,12,1,0
seamlessly,płynnie,12,0,1
last but not least,nie mniej ważny,12,0,1
impact in,wpływ w,12,0,1
branched off,rozgałęzione,11,0,0
doubtless,niewątpliwie,12,0,1
aware of it,świadomy tego,12,0,1
third party vendors,dostawcy zewnętrzni,12,0,1
from inception all,od początku wszystko,12,0,1
expense reporting,raportowanie wydatków,11,0,0
an approval app,aplikacja do zatwierdzania,12,0,1
the main complaints,główne skargi,12,0,1
self-explanatory,nie wymaga wyjaśnień,12,0,1
raw skeletion,surowy szkielet,12,0,1
play around with,bawić się z,12,0,1
funky,odjazdowe,11,0,0
recaptured,odzyskany,12,1,0
key thing to note,kluczowa rzecz do zapamiętania,12,0,1
user performs,użytkownik wykonuje,12,0,1
inhuman way,nieludzki sposób,12,0,1
we can proceed,możemy kontynuować,12,1,0
disregard,lekceważenie,12,0,1
governs,rządzi,11,0,0
disregarded,pominięte,12,1,0
dictating,dyktowanie,12,0,1
being developed rapidly,szybko się rozwija,12,0,1
for adjusting,do regulacji,12,0,1
common part of the harvest,wspólna część zbiorów,12,0,1
glued together,sklejone razem,12,0,1
task at hand,określone zadanie,12,0,1
were conducted,były prowadzone,12,0,1
inflates,nadmuchuje,12,0,1
shipment,przesyłka,12,0,1
the chorus,chór,12,1,0
alienated from,wyobcowany z,12,0,1
workaround,obejście,12,2,0
how to invoke them,jak je wywołać,12,0,1
I don't mind,nie mam nic przeciwko,12,0,1
saturated,nasycony,12,0,1
less evident,mniej oczywiste,12,0,1
loans,pożyczki,12,0,1
predominantly,przeważnie,12,0,1
appealing to,odwołując się do,12,1,0
fluctuation,wahania przypadkowe,12,2,0
convey to people,przekazać ludziom,12,2,0
inquisitiveness,ciekawość,12,1,0
verge of,skraj czegoś,12,0,1
derive all,wyprowadzić wszystko,12,0,1
owes,jest winien,12,1,0
driving force,siła napędowa,12,0,1
a bit dauting,trochę zniechęcające,12,0,1
ample theory,obszerna teoria,11,0,0
skyrocket,rakieta,12,1,0
send shivers up your spine,przyprawiają cię o dreszcze,11,0,0
cert course,kurs certyfikacyjny,12,0,1
no can do,nie da się,12,0,1
feasibility,wykonalność,12,0,1
lot more neat,dużo bardziej schludny,12,0,1
stuck with this,utknąłem z tym,12,0,1
can really enhance,może naprawdę poprawić,12,0,1
cascading style sheets,kaskasowe arkusze stylów,12,0,1
enhance,zwiększyć,12,1,0
toggle,przełącznik,12,0,1
key sensitive,kluczowe znaczenie,12,0,1
webhook,metoda rozszerzenia,12,2,0
necessary privilege,konieczny przywilej,12,0,1
implicit rules,niejawne zasady,12,0,1
incumbency,beneficjum,12,1,0
privileges,przywileje,12,1,0
nitty gritty,drobiazg,12,0,1
beside each other,obok siebie,12,0,1
populate,zaludniać,12,0,1
for some reason,z jakiegoś powodu,12,0,1
breadcrumb,nawigacyjny,12,1,0
expense approval,zatwierdzenie wydatków,12,0,1
justification,uzasadnienie,12,0,1
kept out,trzymany z daleka,12,0,1
digested,przetrawiony,12,0,1
i'm not involved at all,w ogóle się nie angażuję,12,0,1
justified here,uzasadnione tutaj,12,0,1
avenue to,droga do,12,0,1
freebies,gratisy,12,0,1
invoices,faktury,12,1,0
seek,szukać,12,0,1
conjunction,spójnik,12,0,1
exclamation mark,wykrzynik,12,1,0
flavour for that,smak do tego,12,0,1
malicious,złośliwy,12,0,1
do quite a bit,zrób trochę,12,0,1
upliftment,podniesienie na duchu,12,2,0
badge number,numer odznaki,12,0,1
urgent,pilny,12,1,0
be populated,będzie wypełnione,12,0,1
to that in,do tego w,12,0,1
affect all users,wpływają na wszystkich użytkowników,12,2,0
user intervention,interwencja użytkownika,12,0,1
throttles,udusić,12,0,1
ballot,okazja do tajnego głosowania,12,1,0
loop through,pętla przez,12,2,0
been satisfied,był zadowolony,12,0,1
slamming doors,trzaskanie drzwiami,12,0,1
got the wonder,muszę się zastanawiać,12,0,1
dissecting,rozważyć coś,12,0,1
alongside in conjunction,obok w połączeniu,12,1,0
coexist,współistnieje,12,0,1
diverse,różnorodny,12,0,1
tailors it,dostosowuje go,12,0,1
interoperable,interoperacyjny,12,0,1
throwback,powrót do przeszłości,12,2,0
conduit,przewód,12,0,1
